A1,A2,A3,A4,A5,A6,A7,A8,A9,Class,Scaled A2,Scaled A3,Scaled A4,Scaled A5,Scaled A6,Scaled A7,Scaled A8,Scaled A9,Scaled Class,KMeansMine,KMeans,Details,K Means Mine,K Means
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2,0.6944688323090399,0.6646616541353382,0.3407572383073497,0.6448598130841122,0.4446428571428567,0.9033816425120773,0.687732342007435,0.9555555555555555,1.0,3,2,,,
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2,0.7629499561018408,0.6962406015037594,0.36525612472160357,0.6417445482866044,0.3821428571428576,0.9082125603864734,0.687732342007435,0.9650793650793651,0.5686274509803922,1,1,,,
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2,0.7300263388937623,0.7563909774436091,0.39420935412026725,0.5825545171339565,0.4535714285714276,0.8872785829307568,0.6468401486988847,1.0,1.0,3,2,,,
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2,0.690517998244074,0.7157894736842106,0.38530066815144776,0.8317757009345794,0.285714285714285,0.9436392914653785,0.629182156133829,1.0,0.6078431372549019,1,1,,,
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2,0.2932396839332754,0.538345864661654,0.2984409799554566,0.8847352024922118,0.8642857142857158,0.9871175523349436,0.4228624535315985,1.0,1.0,3,5,,,
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2,0.4315188762071991,0.5338345864661653,0.3541202672605791,0.7258566978193147,0.7607142857142849,0.9871175523349436,0.5018587360594797,1.0,1.0,3,5,,,
1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2,0.4029850746268638,0.8917293233082708,1.0,0.5046728971962617,0.5750000000000004,0.8695652173913044,0.2741635687732343,1.0,0.3333333333333333,2,3,,,
1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2,0.11764705882352998,1.0,1.0,0.43613707165109034,1.0,0.9066022544283414,0.26858736059479554,0.0,0.4509803921568627,2,3,,,
1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2,0.0,0.7639097744360901,1.0,0.778816199376947,0.937500000000001,0.9806763285024155,0.0,1.0,0.5294117647058824,2,3,,,
1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2,0.514047410008784,0.44360902255639095,1.0,0.778816199376947,0.4892857142857139,0.9838969404186796,0.43401486988847593,1.0,0.8431372549019608,2,3,,,
1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2,0.6913959613696188,0.550375939849624,1.0,0.9158878504672897,0.1714285714285705,1.0,0.483271375464684,1.0,1.0,2,6,,,
1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2,0.32001755926251146,0.924812030075188,1.0,0.8504672897196262,0.39285714285714374,1.0,0.14033457249070644,1.0,1.0,2,3,,,
1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2,0.287093942054433,0.9563909774436091,1.0,0.8566978193146417,0.4160714285714287,1.0,0.11431226765799259,1.0,1.0,2,3,,,
1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2,0.27041264266900517,0.712781954887218,1.0,0.881619937694704,0.6053571428571436,0.9903381642512078,0.16635687732342014,1.0,1.0,2,3,,,
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2,0.6589113257243175,0.5894736842105261,0.1469933184855234,0.6978193146417446,0.5107142857142861,0.9082125603864734,0.7416356877323419,1.0,0.7254901960784313,1,1,,,
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2,0.6786654960491666,0.643609022556391,0.11581291759465479,0.7196261682242991,0.5303571428571432,0.9033816425120773,0.7211895910780669,1.0,1.0,3,2,,,
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2,0.6791044776119438,0.5969924812030075,0.133630289532294,0.67601246105919,0.5410714285714293,0.9178743961352658,0.7351301115241636,1.0,1.0,3,2,,,
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2,0.6865671641791081,0.6225563909774435,0.13140311804008914,0.6510903426791277,0.5500000000000003,0.9114331723027376,0.7323420074349442,1.0,0.803921568627451,3,2,,,
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2,0.7396839332748031,0.550375939849624,0.1804008908685969,0.5264797507788161,0.5982142857142853,0.8969404186795492,0.7723048327137547,1.0,1.0,3,2,,,
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2,0.755048287971909,0.613533834586466,0.1893095768374165,0.6137071651090342,0.514285714285714,0.895330112721417,0.7583643122676581,1.0,0.43137254901960786,1,1,,,
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2,0.7642669007901628,0.5744360902255639,0.20489977728285086,0.6323987538940811,0.528571428571428,0.8969404186795492,0.7648698884758364,1.0,1.0,3,2,,,
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2,0.6799824407374885,0.6210526315789473,0.16258351893095777,0.6791277258566978,0.5374999999999989,0.9066022544283414,0.7221189591078067,1.0,1.0,3,2,,,
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2,0.7594381035996521,0.6691729323308271,0.2115812917594655,0.5856697819314641,0.43750000000000094,0.8969404186795492,0.7583643122676581,1.0,0.5882352941176472,1,1,,,
1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2,0.7489025460930666,0.6240601503759398,0.2115812917594655,0.6292834890965732,0.4589285714285707,0.9098228663446055,0.7518587360594796,1.0,1.0,3,2,,,
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2,0.7401229148375803,0.5864661654135337,0.2249443207126949,0.5576323987538941,0.5160714285714292,0.9001610305958132,0.7620817843866171,1.0,1.0,3,2,,,
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2,0.5338015803336232,0.6285714285714287,0.1804008908685969,0.7320872274143303,0.47499999999999987,0.9130434782608695,0.712825278810409,1.0,1.0,3,2,,,
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2,0.6676909569798039,0.6691729323308271,0.1848552338530067,0.6043613707165109,0.5178571428571419,0.9066022544283414,0.7100371747211895,1.0,0.7647058823529412,1,1,,,
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2,0.7576821773485529,0.6676691729323309,0.19599109131403125,0.6978193146417446,0.47499999999999987,0.9098228663446055,0.7053903345724908,1.0,1.0,3,2,,,
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2,0.5759438103599652,0.5413533834586467,0.49220489977728293,0.6448598130841122,0.6107142857142867,0.9210950080515298,0.5892193308550187,1.0,0.6666666666666666,1,0,,,
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2,0.5816505706760303,0.57593984962406,0.534521158129176,0.5700934579439253,0.576785714285713,0.9146537842190016,0.6152416356877324,0.9142857142857143,0.6666666666666666,1,0,,,
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,2,0.6027216856892014,0.5112781954887217,0.6993318485523385,0.5825545171339565,0.6517857142857134,0.9371980676328503,0.5232342007434945,1.0,0.6470588235294118,2,0,,,
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2,0.5338015803336232,0.5458646616541353,0.7750556792873052,0.6666666666666666,0.5750000000000004,0.9468599033816425,0.46933085501858735,1.0,1.0,2,0,,,
1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,2,0.34196663740122724,0.5533834586466166,1.0,0.6666666666666666,0.7446428571428582,0.9694041867954911,0.2555762081784388,1.0,0.803921568627451,2,3,,,
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,2,0.6935908691834952,0.5939849624060151,0.11358574610244994,0.7227414330218069,0.5214285714285722,0.9066022544283414,0.7472118959107806,1.0,1.0,3,2,,,
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0.0,0.15,2,0.6992976294995603,0.5518796992481202,0.12472160356347439,0.6105919003115264,0.6428571428571425,0.9130434782608695,0.7416356877323419,1.0,0.7058823529411764,1,1,,,
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0.0,0.0,2,0.6944688323090399,0.6090225563909775,0.1425389755011136,0.7009345794392523,0.4696428571428568,0.9162640901771336,0.7500000000000001,1.0,1.0,3,2,,,
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0.0,0.28,2,0.7041264266900807,0.6300751879699249,0.13140311804008914,0.6853582554517135,0.5500000000000003,0.9114331723027376,0.7202602230483272,1.0,0.4509803921568627,1,1,,,
1.51806,13.0,3.8,1.08,73.07,0.56,8.38,0.0,0.12,2,0.6966637401229164,0.6586466165413534,0.15367483296213816,0.7538940809968847,0.41785714285714387,0.9098228663446055,0.7258364312267658,1.0,0.7647058823529412,1,1,,,
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0.0,0.0,2,0.7383669885864812,0.6751879699248119,0.1937639198218263,0.6012461059190031,0.43750000000000094,0.9017713365539451,0.7509293680297399,1.0,1.0,3,2,,,
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0.0,0.0,2,0.7546093064091318,0.6902255639097745,0.2160356347438753,0.6105919003115264,0.36607142857142844,0.893719806763285,0.7704460966542751,1.0,1.0,3,2,,,
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0.0,0.0,2,0.7546093064091318,0.6781954887218046,0.2071269487750557,0.5794392523364487,0.4053571428571426,0.895330112721417,0.7620817843866171,1.0,1.0,3,2,,,
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0.0,0.0,2,0.7475856014047447,0.6090225563909775,0.2115812917594655,0.5887850467289719,0.5124999999999988,0.890499194847021,0.7509293680297399,1.0,1.0,3,2,,,
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,2,0.6769095697980674,0.6285714285714287,0.19153674832962145,0.7570093457943925,0.46071428571428585,0.9082125603864734,0.7230483271375465,0.9714285714285714,0.6666666666666666,1,1,,,
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,2,0.7598770851624197,0.681203007518797,0.21826280623608027,0.6417445482866044,0.4285714285714275,0.890499194847021,0.7397769516728624,0.9809523809523809,0.5098039215686274,1,1,,,
1.51709,13.0,3.47,1.79,72.72,0.66,8.18,0.0,0.0,2,0.7392449517120259,0.6586466165413534,0.22717149220489977,0.5327102803738317,0.4803571428571429,0.893719806763285,0.7444237918215614,1.0,1.0,3,2,,,
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0.0,0.24,2,0.7607550482879741,0.6601503759398496,0.29175946547884185,0.7071651090342679,0.4357142857142858,0.9066022544283414,0.6858736059479553,1.0,0.5294117647058824,1,1,,,
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0.0,0.35,2,0.6821773485513649,0.681203007518797,0.18262806236080184,0.7040498442367601,0.5071428571428582,0.9001610305958132,0.6979553903345725,1.0,0.3137254901960785,1,1,,,
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0.0,0.0,3,0.712906057945567,0.5609022556390977,0.1848552338530067,0.7445482866043612,0.47142857142857203,0.9822866344605474,0.7053903345724908,1.0,1.0,3,2,,,
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,3,0.7827041264266899,0.6090225563909775,0.21380846325167047,0.6728971962616823,0.4892857142857139,0.9098228663446055,0.7304832713754646,1.0,1.0,3,2,,,
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0.0,0.1,3,0.7563652326602309,0.6225563909774435,0.20489977728285086,0.6604361370716512,0.4839285714285708,0.9098228663446055,0.7202602230483272,1.0,0.803921568627451,3,2,,,
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0.0,0.0,3,0.7682177348551384,0.7849624060150376,0.2160356347438753,0.6697819314641744,0.44999999999999973,0.9082125603864734,0.7118959107806693,1.0,1.0,3,2,,,
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0.0,0.17,3,0.7585601404740977,0.6375939849624059,0.23162583518930957,0.5420560747663551,0.523214285714285,0.9033816425120773,0.7258364312267658,1.0,0.6666666666666666,1,1,,,
1.52127,14.32,3.9,0.83,71.5,0.0,9.49,0.0,0.0,3,0.5557506584723487,0.46015037593984953,0.13140311804008914,0.8317757009345794,0.6982142857142858,1.0,0.6226765799256506,1.0,1.0,3,5,,,
1.51779,13.64,3.65,0.65,73.0,0.06,8.93,0.0,0.0,3,0.7085162423178238,0.5624060150375939,0.18708240534521164,0.8878504672897196,0.43035714285714266,0.9903381642512078,0.6747211895910781,1.0,1.0,3,2,,,
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0.0,0.0,3,0.7827041264266899,0.5954887218045113,0.24276169265033412,0.7102803738317758,0.485714285714286,0.9049919484702094,0.7314126394052044,1.0,1.0,3,2,,,
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0.0,0.0,3,0.7458296751536455,0.6796992481203008,0.20267260579064592,0.6822429906542056,0.5,0.9017713365539451,0.687732342007435,1.0,1.0,3,2,,,
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,3,0.7669007901668164,0.6526315789473686,0.24276169265033412,0.6978193146417446,0.4285714285714275,0.9162640901771336,0.7072490706319703,1.0,1.0,3,2,,,
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0.0,0.0,3,0.7629499561018408,0.5969924812030075,0.24498886414253898,0.6915887850467289,0.49464285714285694,0.9162640901771336,0.7007434944237918,1.0,1.0,3,2,,,
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0.0,0.0,3,0.5583845478489926,0.5037593984962406,0.16258351893095777,0.9096573208722741,0.6464285714285704,0.9822866344605474,0.6078066914498141,1.0,1.0,3,5,,,
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,3,0.7098331870061458,0.5789473684210527,0.24053452115812918,0.616822429906542,0.6017857142857131,0.9066022544283414,0.687732342007435,1.0,1.0,3,2,,,
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0.0,0.09,3,0.7010535557506595,0.5834586466165413,0.25167037861915376,0.5825545171339565,0.6196428571428576,0.9082125603864734,0.6858736059479553,1.0,0.823529411764706,3,2,,,
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,3,0.6852502194907861,0.6090225563909775,0.25612472160356353,0.6105919003115264,0.5839285714285714,0.9098228663446055,0.6691449814126395,1.0,1.0,3,2,,,
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,3,0.6404741000878001,0.5624060150375939,0.2115812917594655,0.8566978193146417,0.4928571428571417,0.9742351046698873,0.6784386617100372,0.9523809523809524,0.5294117647058824,1,1,,,
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0.0,0.37,3,0.5188762071992945,0.4796992481203008,0.15812917594654796,0.8068535825545171,0.7232142857142859,0.9629629629629629,0.6552044609665427,1.0,0.27450980392156865,1,1,,,
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5,0.8248463564530318,0.5067669172932331,0.40311804008908686,0.0,0.985714285714286,0.7294685990338164,0.9591078066914497,0.3015873015873015,1.0,4,0,,,
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5,0.6488147497805092,0.6992481203007518,0.5879732739420935,0.5109034267912772,0.485714285714286,0.9033816425120773,0.566914498141264,1.0,1.0,3,0,,,
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5,0.5364354697102769,0.875187969924812,0.5812917594654788,0.6043613707165109,0.4553571428571428,0.9243156199677939,0.4442379182156134,1.0,1.0,2,0,,,
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5,0.5452151009657632,0.9548872180451129,0.6191536748329621,0.6043613707165109,0.3517857142857144,0.9066022544283414,0.4247211895910782,1.0,1.0,2,0,,,
1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5,0.6251097453906943,0.712781954887218,1.0,0.5763239875389409,0.2964285714285711,0.9388083735909823,0.4330855018587362,1.0,1.0,2,6,,,
1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5,0.7581211589113301,0.6796992481203008,1.0,0.5202492211838006,0.2732142857142862,0.8438003220611917,0.5594795539033458,1.0,1.0,4,6,,,
1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5,0.6141352063213316,0.618045112781955,1.0,0.5420560747663551,0.4249999999999996,0.9243156199677939,0.4526022304832714,1.0,1.0,2,6,,,
1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5,0.4495171202809489,0.5924812030075188,1.0,0.5981308411214953,0.5696428571428573,0.9484702093397746,0.36710037174721194,1.0,1.0,2,3,,,
1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5,0.91176470588235,0.6556390977443609,1.0,0.14330218068535824,0.8803571428571424,0.0,0.857806691449814,1.0,1.0,6,4,,,
1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5,0.9095697980684834,0.6586466165413534,1.0,0.14953271028037382,0.8410714285714284,0.0,0.8605947955390335,1.0,1.0,6,4,,,
1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5,0.5926251097453931,0.6015037593984961,1.0,0.6542056074766356,0.5642857142857143,0.9468599033816425,0.3429368029739778,1.0,1.0,2,3,,,
1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5,0.5860403863037735,0.681203007518797,0.6414253897550111,0.41433021806853587,0.576785714285713,0.8776167471819646,0.6031598513011154,0.9238095238095239,0.0,1,1,,,
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5,0.5592625109745374,0.663157894736842,0.9265033407572383,0.6199376947040498,0.3607142857142854,0.9790660225442834,0.45724907063197034,1.0,0.4509803921568627,2,3,,,
1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6,0.6532045654082524,0.5082706766917293,0.46770601336302897,0.6043613707165109,0.542857142857142,1.0,0.6152416356877324,1.0,1.0,3,0,,,
1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6,0.6391571553994685,0.5398496240601505,0.46325167037861914,0.7196261682242991,0.4732142857142847,1.0,0.5966542750929369,1.0,1.0,3,0,,,
1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6,0.6865671641791081,0.4390977443609021,0.5011135857461024,0.5856697819314641,0.5410714285714293,1.0,0.6440520446096655,1.0,1.0,3,0,,,
1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6,0.67647058823529,0.49473684210526314,0.512249443207127,0.5732087227414331,0.4892857142857139,1.0,0.6384758364312267,1.0,1.0,3,0,,,
1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6,0.9192273924495143,0.4481203007518796,0.6124721603563474,0.6105919003115264,0.15357142857142864,1.0,0.7992565055762082,1.0,1.0,4,0,,,
1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6,0.6606672519754168,0.3593984962406014,0.8262806236080178,0.5482866043613708,0.5196428571428571,1.0,0.5799256505576209,1.0,1.0,4,0,,,
1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6,0.648375768217732,0.4857142857142856,1.0,0.4392523364485982,0.4767857142857151,1.0,0.4934944237918215,1.0,1.0,4,6,,,
1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6,0.6251097453906943,0.4240601503759397,1.0,0.9158878504672897,0.3446428571428562,1.0,0.46189591078066916,1.0,1.0,2,6,,,
1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6,1.0,0.0,1.0,0.9844236760124612,0.0,1.0,0.8866171003717471,1.0,1.0,4,6,,,
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0.0,7,0.9929762949956129,0.5548872180451129,0.2873051224944321,0.5264797507788161,0.46428571428571375,0.7165861513687601,1.0,0.6222222222222222,1.0,3,2,,,
1.51838,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0.0,7,0.6826163301141325,0.46015037593984953,0.27394209354120275,0.3987538940809968,0.742857142857143,0.7648953301127214,0.966542750929368,0.48253968253968255,1.0,3,0,,,
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0.0,0.0,7,0.47322212467076386,0.5924812030075188,0.25612472160356353,0.7071651090342679,0.5410714285714293,0.9033816425120773,0.6840148698884758,1.0,1.0,3,5,,,
1.52247,14.86,2.2,2.06,70.26,0.76,9.76,0.0,0.0,7,0.5030728709394212,0.37894736842105264,0.510022271714922,0.4485981308411215,0.9196428571428565,0.8776167471819646,0.5975836431226766,1.0,1.0,3,0,,,
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0.0,7,0.45127304653204814,0.23909774436090228,0.5924276169265034,0.6822429906542056,0.8892857142857133,0.9500805152979067,0.704460966542751,0.4666666666666667,1.0,4,0,,,
1.51613,13.88,1.78,1.79,73.1,0.0,8.67,0.76,0.0,7,0.7813871817383679,0.5263157894736841,0.6035634743875278,0.5327102803738317,0.4125000000000008,1.0,0.6988847583643123,0.7587301587301587,1.0,4,0,,,
1.51602,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,7,0.7862159789288883,0.3804511278195489,1.0,0.3489096573208723,0.38035714285714245,1.0,0.6905204460966543,0.7968253968253968,0.823529411764706,4,6,,,
1.51623,14.2,0.0,2.79,73.46,0.04,9.04,0.4,0.09,7,0.7769973661106248,0.47819548872180456,1.0,0.22118380062305296,0.3482142857142866,0.9935587761674718,0.6644981412639406,0.873015873015873,0.823529411764706,4,6,,,
1.51719,14.75,0.0,2.0,73.02,0.0,8.53,1.59,0.08,7,0.7348551360842828,0.3954887218045112,1.0,0.4672897196261682,0.4267857142857148,1.0,0.7118959107806693,0.4952380952380952,0.8431372549019608,4,6,,,
1.51683,14.56,0.0,1.98,73.29,0.0,8.52,1.57,0.07,7,0.7506584723441658,0.4240601503759397,1.0,0.4735202492211838,0.3785714285714272,1.0,0.712825278810409,0.5015873015873016,0.8627450980392157,4,6,,,
1.51545,14.14,0.0,2.68,73.39,0.08,9.07,0.61,0.05,7,0.8112379280070252,0.48721804511278183,1.0,0.2554517133956386,0.3607142857142854,0.9871175523349436,0.6617100371747212,0.8063492063492064,0.9019607843137255,4,6,,,
1.51556,13.87,0.0,2.54,73.23,0.14,9.41,0.81,0.01,7,0.8064091308165048,0.5278195488721805,1.0,0.29906542056074764,0.38928571428571335,0.9774557165861514,0.6301115241635687,0.7428571428571429,0.9803921568627451,4,6,,,
1.51727,14.7,0.0,2.34,73.28,0.0,8.95,0.66,0.0,7,0.7313432835820941,0.40300751879699254,1.0,0.36137071651090347,0.38035714285714245,1.0,0.6728624535315986,0.7904761904761904,1.0,4,6,,,
1.51531,14.38,0.0,2.66,73.1,0.04,9.08,0.64,0.0,7,0.8173836698858675,0.451127819548872,1.0,0.2616822429906542,0.4125000000000008,0.9935587761674718,0.6607806691449815,0.7968253968253968,1.0,4,6,,,
1.51609,15.01,0.0,2.51,73.05,0.05,8.83,0.53,0.0,7,0.7831431079894671,0.356390977443609,1.0,0.3084112149532711,0.42142857142857176,0.9919484702093398,0.6840148698884758,0.8317460317460318,1.0,4,6,,,
1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,7,0.8274802458296758,0.33533834586466155,1.0,0.3894080996884735,0.3410714285714283,1.0,0.7295539033457249,0.8,1.0,4,6,,,
1.51653,11.95,0.0,1.19,75.18,2.7,8.93,0.0,0.0,7,0.7638279192273953,0.8165413533834588,1.0,0.7196261682242991,0.04107142857142679,0.5652173913043478,0.6747211895910781,1.0,1.0,4,6,,,
1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,7,0.8248463564530318,0.3804511278195489,1.0,0.33644859813084116,0.3017857142857142,1.0,0.724907063197026,0.8222222222222222,1.0,4,6,,,
1.51658,14.8,0.0,1.99,73.11,0.0,8.28,1.71,0.0,7,0.7616330114135188,0.3879699248120299,1.0,0.470404984423676,0.41071428571428564,1.0,0.7351301115241636,0.45714285714285713,1.0,4,6,,,
1.51617,14.95,0.0,2.27,73.3,0.0,8.71,0.67,0.0,7,0.7796312554872686,0.3654135338345865,1.0,0.38317757009345793,0.37678571428571456,1.0,0.6951672862453531,0.7873015873015873,1.0,4,6,,,
1.51732,14.95,0.0,1.8,72.99,0.0,8.61,1.55,0.0,7,0.7291483757682176,0.3654135338345865,1.0,0.5295950155763239,0.4321428571428579,1.0,0.704460966542751,0.5079365079365079,1.0,4,6,,,
1.51645,14.94,0.0,1.87,73.11,0.0,8.67,1.38,0.0,7,0.767339771729584,0.3669172932330827,1.0,0.5077881619937694,0.41071428571428564,1.0,0.6988847583643123,0.5619047619047619,1.0,4,6,,,
1.51831,14.39,0.0,1.82,72.86,1.41,6.47,2.88,0.0,7,0.6856892010535537,0.4496240601503758,1.0,0.5233644859813084,0.4553571428571428,0.7729468599033816,0.9033457249070633,0.08571428571428573,1.0,4,6,,,
1.5164,14.37,0.0,2.74,72.85,0.0,9.45,0.54,0.0,7,0.7695346795434604,0.4526315789473685,1.0,0.23676012461059184,0.457142857142858,1.0,0.6263940520446097,0.8285714285714285,1.0,4,6,,,
1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,7,0.7769973661106248,0.48721804511278183,1.0,0.19314641744548292,0.5,0.9871175523349436,0.6514869888475837,0.6634920634920635,1.0,4,6,,,
1.51685,14.92,0.0,1.99,73.06,0.0,8.4,1.59,0.0,7,0.7497805092186114,0.3699248120300751,1.0,0.470404984423676,0.41964285714285654,1.0,0.7239776951672863,0.4952380952380952,1.0,4,6,,,
1.52065,14.36,0.0,2.02,73.42,0.0,8.44,1.64,0.0,7,0.5829675153643523,0.45413533834586467,1.0,0.46105919003115264,0.3553571428571423,1.0,0.7202602230483272,0.4793650793650794,1.0,4,6,,,
1.51651,14.38,0.0,1.94,73.61,0.0,8.48,1.57,0.0,7,0.76470588235294,0.451127819548872,1.0,0.48598130841121495,0.32142857142857123,1.0,0.716542750929368,0.5015873015873016,1.0,4,6,,,
1.51711,14.23,0.0,2.08,73.36,0.0,8.62,1.67,0.0,7,0.7383669885864812,0.47368421052631565,1.0,0.4423676012461059,0.36607142857142844,1.0,0.7035315985130113,0.46984126984126984,1.0,4,6,,,
